Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.00000000e-08
Record Length,5000
Zero Index,544.00000000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-4.35200000e-05,1.03125000e-03
-4.34400000e-05,1.04687500e-03
-4.33600000e-05,8.87500000e-04
-4.32800000e-05,7.28125000e-04
-4.32000000e-05,7.09375000e-04
-4.31200000e-05,6.68750000e-04
-4.30400000e-05,6.15625000e-04
-4.29600000e-05,8.31250000e-04
-4.28800000e-05,9.75000000e-04
-4.28000000e-05,8.25000000e-04
-4.27200000e-05,1.02500000e-03
-4.26400000e-05,1.07500000e-03
-4.25600000e-05,1.06250000e-03
-4.24800000e-05,5.56250000e-04
-4.24000000e-05,6.43750000e-04
-4.23200000e-05,7.81250000e-04
-4.22400000e-05,9.75000000e-04
-4.21600000e-05,9.50000000e-04
-4.20800000e-05,7.40625000e-04
-4.20000000e-05,5.46875000e-04
-4.19200000e-05,5.25000000e-04
-4.18400000e-05,8.78125000e-04
-4.17600000e-05,1.06562500e-03
-4.16800000e-05,9.90625000e-04
-4.16000000e-05,5.37500000e-04
-4.15200000e-05,3.12500000e-04
-4.14400000e-05,4.71875000e-04
-4.13600000e-05,8.25000000e-04
-4.12800000e-05,1.05000000e-03
-4.12000000e-05,1.00937500e-03
-4.11200000e-05,9.21875000e-04
-4.10400000e-05,9.03125000e-04
-4.09600000e-05,1.06562500e-03
-4.08800000e-05,1.15625000e-03
-4.08000000e-05,1.04375000e-03
-4.07200000e-05,7.93750000e-04
-4.06400000e-05,4.68750000e-04
-4.05600000e-05,4.46875000e-04
-4.04800000e-05,7.31250000e-04
-4.04000000e-05,1.00312500e-03
-4.03200000e-05,1.05937500e-03
-4.02400000e-05,7.40625000e-04
-4.01600000e-05,4.03125000e-04
-4.00800000e-05,4.84375000e-04
-4.00000000e-05,8.62500000e-04
-3.99200000e-05,1.05937500e-03
-3.98400000e-05,9.65625000e-04
-3.97600000e-05,8.53125000e-04
-3.96800000e-05,7.50000000e-04
-3.96000000e-05,7.50000000e-04
-3.95200000e-05,6.84375000e-04
-3.94400000e-05,4.71875000e-04
-3.93600000e-05,7.37500000e-04
-3.92800000e-05,8.75000000e-04
-3.92000000e-05,8.25000000e-04
-3.91200000e-05,7.40625000e-04
-3.90400000e-05,9.37500000e-04
-3.89600000e-05,1.05312500e-03
-3.88800000e-05,9.75000000e-04
-3.88000000e-05,7.15625000e-04
-3.87200000e-05,7.15625000e-04
-3.86400000e-05,8.68750000e-04
-3.85600000e-05,9.15625000e-04
-3.84800000e-05,6.34375000e-04
-3.84000000e-05,5.00000000e-04
-3.83200000e-05,5.00000000e-04
-3.82400000e-05,1.01875000e-03
-3.81600000e-05,1.19687500e-03
-3.80800000e-05,1.12500000e-03
-3.80000000e-05,5.84375000e-04
-3.79200000e-05,2.71875000e-04
-3.78400000e-05,2.62500000e-04
-3.77600000e-05,7.06250000e-04
-3.76800000e-05,1.01875000e-03
-3.76000000e-05,1.24062500e-03
-3.75200000e-05,9.34375000e-04
-3.74400000e-05,6.21875000e-04
-3.73600000e-05,8.78125000e-04
-3.72800000e-05,1.16562500e-03
-3.72000000e-05,1.10937500e-03
-3.71200000e-05,7.00000000e-04
-3.70400000e-05,2.03125000e-04
-3.69600000e-05,2.50000000e-04
-3.68800000e-05,7.78125000e-04
-3.68000000e-05,1.23125000e-03
-3.67200000e-05,1.23125000e-03
-3.66400000e-05,5.93750000e-04
-3.65600000e-05,2.12500000e-04
-3.64800000e-05,4.03125000e-04
-3.64000000e-05,9.09375000e-04
-3.63200000e-05,1.12187500e-03
-3.62400000e-05,1.07500000e-03
-3.61600000e-05,7.65625000e-04
-3.60800000e-05,5.53125000e-04
-3.60000000e-05,5.40625000e-04
-3.59200000e-05,7.68750000e-04
-3.58400000e-05,7.65625000e-04
-3.57600000e-05,8.31250000e-04
-3.56800000e-05,8.03125000e-04
-3.56000000e-05,8.21875000e-04
-3.55200000e-05,9.84375000e-04
-3.54400000e-05,1.07812500e-03
-3.53600000e-05,8.31250000e-04
-3.52800000e-05,6.43750000e-04
-3.52000000e-05,7.15625000e-04
-3.51200000e-05,9.00000000e-04
-3.50400000e-05,9.62500000e-04
-3.49600000e-05,8.15625000e-04
-3.48800000e-05,6.56250000e-04
-3.48000000e-05,4.37500000e-04
-3.47200000e-05,6.12500000e-04
-3.46400000e-05,1.06875000e-03
-3.45600000e-05,1.14062500e-03
-3.44800000e-05,8.40625000e-04
-3.44000000e-05,3.78125000e-04
-3.43200000e-05,2.31250000e-04
-3.42400000e-05,3.59375000e-04
-3.41600000e-05,8.28125000e-04
-3.40800000e-05,1.08437500e-03
-3.40000000e-05,1.14062500e-03
-3.39200000e-05,8.81250000e-04
-3.38400000e-05,7.40625000e-04
-3.37600000e-05,1.10000000e-03
-3.36800000e-05,1.26562500e-03
-3.36000000e-05,8.96875000e-04
-3.35200000e-05,4.59375000e-04
-3.34400000e-05,2.31250000e-04
-3.33600000e-05,2.62500000e-04
-3.32800000e-05,7.43750000e-04
-3.32000000e-05,1.20000000e-03
-3.31200000e-05,1.06250000e-03
-3.30400000e-05,5.87500000e-04
-3.29600000e-05,1.90625000e-04
-3.28800000e-05,3.53125000e-04
