Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.00000000e-07
Record Length,5000
Zero Index,399.00000000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-3.19200000e-04,3.29000000e-01
-3.18400000e-04,3.28796875e-01
-3.17600000e-04,3.28000000e-01
-3.16800000e-04,3.29156250e-01
-3.16000000e-04,3.28515625e-01
-3.15200000e-04,3.29515625e-01
-3.14400000e-04,3.29203125e-01
-3.13600000e-04,3.29390625e-01
-3.12800000e-04,3.29843750e-01
-3.12000000e-04,3.29187500e-01
-3.11200000e-04,3.29218750e-01
-3.10400000e-04,3.28718750e-01
-3.09600000e-04,3.29140625e-01
-3.08800000e-04,3.28984375e-01
-3.08000000e-04,3.29812500e-01
-3.07200000e-04,3.29421875e-01
-3.06400000e-04,3.29156250e-01
-3.05600000e-04,3.29859375e-01
-3.04800000e-04,3.29328125e-01
-3.04000000e-04,3.28906250e-01
-3.03200000e-04,3.28453125e-01
-3.02400000e-04,3.28906250e-01
-3.01600000e-04,3.28625000e-01
-3.00800000e-04,3.29281250e-01
-3.00000000e-04,3.29140625e-01
-2.99200000e-04,3.28656250e-01
-2.98400000e-04,3.29031250e-01
-2.97600000e-04,3.29234375e-01
-2.96800000e-04,3.28953125e-01
-2.96000000e-04,3.28203125e-01
-2.95200000e-04,3.29312500e-01
-2.94400000e-04,3.28718750e-01
-2.93600000e-04,3.29796875e-01
-2.92800000e-04,3.29203125e-01
-2.92000000e-04,3.29359375e-01
-2.91200000e-04,3.29828125e-01
-2.90400000e-04,3.28937500e-01
-2.89600000e-04,3.29265625e-01
-2.88800000e-04,3.28781250e-01
-2.88000000e-04,3.29031250e-01
-2.87200000e-04,3.28875000e-01
-2.86400000e-04,3.29609375e-01
-2.85600000e-04,3.29171875e-01
-2.84800000e-04,3.28843750e-01
-2.84000000e-04,3.29171875e-01
-2.83200000e-04,3.29265625e-01
-2.82400000e-04,3.28953125e-01
-2.81600000e-04,3.28453125e-01
-2.80800000e-04,3.28906250e-01
-2.80000000e-04,3.28843750e-01
-2.79200000e-04,3.29593750e-01
-2.78400000e-04,3.29328125e-01
-2.77600000e-04,3.29359375e-01
-2.76800000e-04,3.29531250e-01
-2.76000000e-04,3.29640625e-01
-2.75200000e-04,3.29203125e-01
-2.74400000e-04,3.28671875e-01
-2.73600000e-04,3.29421875e-01
-2.72800000e-04,3.28843750e-01
-2.72000000e-04,3.29531250e-01
-2.71200000e-04,3.29078125e-01
-2.70400000e-04,3.29203125e-01
-2.69600000e-04,3.29640625e-01
-2.68800000e-04,3.28609375e-01
-2.68000000e-04,3.28875000e-01
-2.67200000e-04,3.28234375e-01
-2.66400000e-04,3.28703125e-01
-2.65600000e-04,3.28828125e-01
-2.64800000e-04,3.29343750e-01
-2.64000000e-04,3.28875000e-01
-2.63200000e-04,3.28578125e-01
-2.62400000e-04,3.29562500e-01
-2.61600000e-04,3.29203125e-01
-2.60800000e-04,3.28859375e-01
-2.60000000e-04,3.28468750e-01
-2.59200000e-04,3.29531250e-01
-2.58400000e-04,3.29156250e-01
-2.57600000e-04,3.29812500e-01
-2.56800000e-04,3.29703125e-01
-2.56000000e-04,3.29250000e-01
-2.55200000e-04,3.29593750e-01
-2.54400000e-04,3.29500000e-01
-2.53600000e-04,3.29250000e-01
-2.52800000e-04,3.28453125e-01
-2.52000000e-04,3.29312500e-01
-2.51200000e-04,3.28593750e-01
-2.50400000e-04,3.29421875e-01
-2.49600000e-04,3.28968750e-01
-2.48800000e-04,3.28796875e-01
-2.48000000e-04,3.29343750e-01
-2.47200000e-04,3.29062500e-01
-2.46400000e-04,3.29046875e-01
-2.45600000e-04,3.28656250e-01
-2.44800000e-04,3.28875000e-01
-2.44000000e-04,3.29265625e-01
-2.43200000e-04,3.29765625e-01
-2.42400000e-04,3.29421875e-01
-2.41600000e-04,3.29265625e-01
-2.40800000e-04,3.29921875e-01
-2.40000000e-04,3.29593750e-01
-2.39200000e-04,3.29312500e-01
-2.38400000e-04,3.28953125e-01
-2.37600000e-04,3.29562500e-01
-2.36800000e-04,3.28562500e-01
-2.36000000e-04,3.29687500e-01
-2.35200000e-04,3.29156250e-01
-2.34400000e-04,3.29218750e-01
-2.33600000e-04,3.29078125e-01
-2.32800000e-04,3.29218750e-01
-2.32000000e-04,3.28812500e-01
-2.31200000e-04,3.28125000e-01
-2.30400000e-04,3.29109375e-01
-2.29600000e-04,3.28859375e-01
-2.28800000e-04,3.29437500e-01
-2.28000000e-04,3.29328125e-01
-2.27200000e-04,3.29187500e-01
-2.26400000e-04,3.29921875e-01
-2.25600000e-04,3.29250000e-01
-2.24800000e-04,3.29328125e-01
-2.24000000e-04,3.28843750e-01
-2.23200000e-04,3.29468750e-01
-2.22400000e-04,3.29265625e-01
-2.21600000e-04,3.30046875e-01
-2.20800000e-04,3.29312500e-01
-2.20000000e-04,3.29125000e-01
-2.19200000e-04,3.29546875e-01
-2.18400000e-04,3.29406250e-01
-2.17600000e-04,3.28984375e-01
-2.16800000e-04,3.28187500e-01
-2.16000000e-04,3.28796875e-01
-2.15200000e-04,3.28468750e-01
-2.14400000e-04,3.29546875e-01
-2.13600000e-04,3.29265625e-01
-2.12800000e-04,3.29203125e-01
