Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.00000000e-07
Record Length,5000
Zero Index,399.00000000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-3.19200000e-04,1.27100000e+00
-3.18400000e-04,1.26803125e+00
-3.17600000e-04,1.27000000e+00
-3.16800000e-04,1.26965625e+00
-3.16000000e-04,1.26909375e+00
-3.15200000e-04,1.26787500e+00
-3.14400000e-04,1.26975000e+00
-3.13600000e-04,1.26975000e+00
-3.12800000e-04,1.26862500e+00
-3.12000000e-04,1.27081250e+00
-3.11200000e-04,1.26900000e+00
-3.10400000e-04,1.27078125e+00
-3.09600000e-04,1.27081250e+00
-3.08800000e-04,1.26962500e+00
-3.08000000e-04,1.26859375e+00
-3.07200000e-04,1.27043750e+00
-3.06400000e-04,1.27043750e+00
-3.05600000e-04,1.26965625e+00
-3.04800000e-04,1.27156250e+00
-3.04000000e-04,1.26887500e+00
-3.03200000e-04,1.27000000e+00
-3.02400000e-04,1.27003125e+00
-3.01600000e-04,1.26928125e+00
-3.00800000e-04,1.26746875e+00
-3.00000000e-04,1.26968750e+00
-2.99200000e-04,1.26987500e+00
-2.98400000e-04,1.26893750e+00
-2.97600000e-04,1.27096875e+00
-2.96800000e-04,1.26871875e+00
-2.96000000e-04,1.26975000e+00
-2.95200000e-04,1.27028125e+00
-2.94400000e-04,1.26915625e+00
-2.93600000e-04,1.26859375e+00
-2.92800000e-04,1.27121875e+00
-2.92000000e-04,1.27075000e+00
-2.91200000e-04,1.26996875e+00
-2.90400000e-04,1.27121875e+00
-2.89600000e-04,1.26940625e+00
-2.88800000e-04,1.27140625e+00
-2.88000000e-04,1.27028125e+00
-2.87200000e-04,1.26931250e+00
-2.86400000e-04,1.26821875e+00
-2.85600000e-04,1.27028125e+00
-2.84800000e-04,1.26896875e+00
-2.84000000e-04,1.26840625e+00
-2.83200000e-04,1.27046875e+00
-2.82400000e-04,1.26803125e+00
-2.81600000e-04,1.26965625e+00
-2.80800000e-04,1.26975000e+00
-2.80000000e-04,1.26918750e+00
-2.79200000e-04,1.26834375e+00
-2.78400000e-04,1.27034375e+00
-2.77600000e-04,1.27031250e+00
-2.76800000e-04,1.26978125e+00
-2.76000000e-04,1.27190625e+00
-2.75200000e-04,1.26950000e+00
-2.74400000e-04,1.27100000e+00
-2.73600000e-04,1.27059375e+00
-2.72800000e-04,1.26996875e+00
-2.72000000e-04,1.26853125e+00
-2.71200000e-04,1.27043750e+00
-2.70400000e-04,1.27025000e+00
-2.69600000e-04,1.26900000e+00
-2.68800000e-04,1.27068750e+00
-2.68000000e-04,1.26821875e+00
-2.67200000e-04,1.27012500e+00
-2.66400000e-04,1.26968750e+00
-2.65600000e-04,1.26884375e+00
-2.64800000e-04,1.26790625e+00
-2.64000000e-04,1.26990625e+00
-2.63200000e-04,1.26950000e+00
-2.62400000e-04,1.26906250e+00
-2.61600000e-04,1.27090625e+00
-2.60800000e-04,1.26893750e+00
-2.60000000e-04,1.27081250e+00
-2.59200000e-04,1.27040625e+00
-2.58400000e-04,1.26965625e+00
-2.57600000e-04,1.26890625e+00
-2.56800000e-04,1.27118750e+00
-2.56000000e-04,1.27065625e+00
-2.55200000e-04,1.26971875e+00
-2.54400000e-04,1.27181250e+00
-2.53600000e-04,1.26893750e+00
-2.52800000e-04,1.27018750e+00
-2.52000000e-04,1.26968750e+00
-2.51200000e-04,1.26906250e+00
-2.50400000e-04,1.26803125e+00
-2.49600000e-04,1.27028125e+00
-2.48800000e-04,1.26971875e+00
-2.48000000e-04,1.26893750e+00
-2.47200000e-04,1.27084375e+00
-2.46400000e-04,1.26837500e+00
-2.45600000e-04,1.27056250e+00
-2.44800000e-04,1.27056250e+00
-2.44000000e-04,1.26962500e+00
-2.43200000e-04,1.26906250e+00
-2.42400000e-04,1.27043750e+00
-2.41600000e-04,1.27006250e+00
-2.40800000e-04,1.26962500e+00
-2.40000000e-04,1.27178125e+00
-2.39200000e-04,1.26871875e+00
-2.38400000e-04,1.27090625e+00
-2.37600000e-04,1.27059375e+00
-2.36800000e-04,1.26909375e+00
-2.36000000e-04,1.26762500e+00
-2.35200000e-04,1.27012500e+00
-2.34400000e-04,1.26953125e+00
-2.33600000e-04,1.26846875e+00
-2.32800000e-04,1.27021875e+00
-2.32000000e-04,1.26825000e+00
-2.31200000e-04,1.26953125e+00
-2.30400000e-04,1.26959375e+00
-2.29600000e-04,1.26921875e+00
-2.28800000e-04,1.26818750e+00
-2.28000000e-04,1.27106250e+00
-2.27200000e-04,1.27075000e+00
-2.26400000e-04,1.26971875e+00
-2.25600000e-04,1.27146875e+00
-2.24800000e-04,1.26906250e+00
-2.24000000e-04,1.27112500e+00
-2.23200000e-04,1.27046875e+00
-2.22400000e-04,1.26965625e+00
-2.21600000e-04,1.26881250e+00
-2.20800000e-04,1.27040625e+00
-2.20000000e-04,1.26946875e+00
-2.19200000e-04,1.26903125e+00
-2.18400000e-04,1.27056250e+00
-2.17600000e-04,1.26753125e+00
-2.16800000e-04,1.26956250e+00
-2.16000000e-04,1.26965625e+00
-2.15200000e-04,1.26862500e+00
-2.14400000e-04,1.26750000e+00
-2.13600000e-04,1.26993750e+00
-2.12800000e-04,1.26965625e+00
