Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.00000000e-07
Record Length,5000
Zero Index,399.00000000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-3.19200000e-04,5.45843750e-01
-3.18400000e-04,5.46281250e-01
-3.17600000e-04,5.46093750e-01
-3.16800000e-04,5.45875000e-01
-3.16000000e-04,5.45890625e-01
-3.15200000e-04,5.45250000e-01
-3.14400000e-04,5.45859375e-01
-3.13600000e-04,5.45671875e-01
-3.12800000e-04,5.45984375e-01
-3.12000000e-04,5.46375000e-01
-3.11200000e-04,5.46468750e-01
-3.10400000e-04,5.46421875e-01
-3.09600000e-04,5.46046875e-01
-3.08800000e-04,5.45953125e-01
-3.08000000e-04,5.45640625e-01
-3.07200000e-04,5.46046875e-01
-3.06400000e-04,5.46218750e-01
-3.05600000e-04,5.45890625e-01
-3.04800000e-04,5.46390625e-01
-3.04000000e-04,5.46609375e-01
-3.03200000e-04,5.46328125e-01
-3.02400000e-04,5.46140625e-01
-3.01600000e-04,5.45484375e-01
-3.00800000e-04,5.45593750e-01
-3.00000000e-04,5.45640625e-01
-2.99200000e-04,5.45750000e-01
-2.98400000e-04,5.45937500e-01
-2.97600000e-04,5.45656250e-01
-2.96800000e-04,5.46390625e-01
-2.96000000e-04,5.46125000e-01
-2.95200000e-04,5.45984375e-01
-2.94400000e-04,5.45843750e-01
-2.93600000e-04,5.45500000e-01
-2.92800000e-04,5.46218750e-01
-2.92000000e-04,5.46000000e-01
-2.91200000e-04,5.46109375e-01
-2.90400000e-04,5.46515625e-01
-2.89600000e-04,5.46703125e-01
-2.88800000e-04,5.46531250e-01
-2.88000000e-04,5.46328125e-01
-2.87200000e-04,5.45859375e-01
-2.86400000e-04,5.45437500e-01
-2.85600000e-04,5.45781250e-01
-2.84800000e-04,5.45812500e-01
-2.84000000e-04,5.45843750e-01
-2.83200000e-04,5.45968750e-01
-2.82400000e-04,5.46375000e-01
-2.81600000e-04,5.46328125e-01
-2.80800000e-04,5.46062500e-01
-2.80000000e-04,5.45593750e-01
-2.79200000e-04,5.45546875e-01
-2.78400000e-04,5.46015625e-01
-2.77600000e-04,5.45828125e-01
-2.76800000e-04,5.45906250e-01
-2.76000000e-04,5.45921875e-01
-2.75200000e-04,5.46437500e-01
-2.74400000e-04,5.46890625e-01
-2.73600000e-04,5.46562500e-01
-2.72800000e-04,5.46015625e-01
-2.72000000e-04,5.45781250e-01
-2.71200000e-04,5.46125000e-01
-2.70400000e-04,5.45843750e-01
-2.69600000e-04,5.45875000e-01
-2.68800000e-04,5.46109375e-01
-2.68000000e-04,5.46250000e-01
-2.67200000e-04,5.45843750e-01
-2.66400000e-04,5.45671875e-01
-2.65600000e-04,5.45312500e-01
-2.64800000e-04,5.45062500e-01
-2.64000000e-04,5.45546875e-01
-2.63200000e-04,5.45671875e-01
-2.62400000e-04,5.45343750e-01
-2.61600000e-04,5.46312500e-01
-2.60800000e-04,5.46328125e-01
-2.60000000e-04,5.46453125e-01
-2.59200000e-04,5.46437500e-01
-2.58400000e-04,5.45703125e-01
-2.57600000e-04,5.46500000e-01
-2.56800000e-04,5.46250000e-01
-2.56000000e-04,5.46109375e-01
-2.55200000e-04,5.46281250e-01
-2.54400000e-04,5.45765625e-01
-2.53600000e-04,5.46546875e-01
-2.52800000e-04,5.46343750e-01
-2.52000000e-04,5.46000000e-01
-2.51200000e-04,5.45843750e-01
-2.50400000e-04,5.45312500e-01
-2.49600000e-04,5.45875000e-01
-2.48800000e-04,5.45593750e-01
-2.48000000e-04,5.45640625e-01
-2.47200000e-04,5.45765625e-01
-2.46400000e-04,5.46437500e-01
-2.45600000e-04,5.45781250e-01
-2.44800000e-04,5.45937500e-01
-2.44000000e-04,5.45750000e-01
-2.43200000e-04,5.45640625e-01
-2.42400000e-04,5.46093750e-01
-2.41600000e-04,5.46234375e-01
-2.40800000e-04,5.46109375e-01
-2.40000000e-04,5.46828125e-01
-2.39200000e-04,5.46828125e-01
-2.38400000e-04,5.46531250e-01
-2.37600000e-04,5.46562500e-01
-2.36800000e-04,5.45703125e-01
-2.36000000e-04,5.46000000e-01
-2.35200000e-04,5.46187500e-01
-2.34400000e-04,5.46000000e-01
-2.33600000e-04,5.45921875e-01
-2.32800000e-04,5.45718750e-01
-2.32000000e-04,5.46421875e-01
-2.31200000e-04,5.46015625e-01
-2.30400000e-04,5.45812500e-01
-2.29600000e-04,5.45718750e-01
-2.28800000e-04,5.45156250e-01
-2.28000000e-04,5.45578125e-01
-2.27200000e-04,5.45734375e-01
-2.26400000e-04,5.45984375e-01
-2.25600000e-04,5.46078125e-01
-2.24800000e-04,5.46484375e-01
-2.24000000e-04,5.46046875e-01
-2.23200000e-04,5.46250000e-01
-2.22400000e-04,5.46234375e-01
-2.21600000e-04,5.45656250e-01
-2.20800000e-04,5.46296875e-01
-2.20000000e-04,5.46343750e-01
-2.19200000e-04,5.45921875e-01
-2.18400000e-04,5.46343750e-01
-2.17600000e-04,5.46562500e-01
-2.16800000e-04,5.46593750e-01
-2.16000000e-04,5.46281250e-01
-2.15200000e-04,5.45515625e-01
-2.14400000e-04,5.45703125e-01
-2.13600000e-04,5.45921875e-01
-2.12800000e-04,5.45750000e-01
