Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.00000000e-07
Record Length,2500
Zero Index,199.00000000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-1.59200000e-04,2.73203125e-01
-1.58400000e-04,2.74078125e-01
-1.57600000e-04,2.73140625e-01
-1.56800000e-04,2.73843750e-01
-1.56000000e-04,2.73593750e-01
-1.55200000e-04,2.74078125e-01
-1.54400000e-04,2.72890625e-01
-1.53600000e-04,2.72765625e-01
-1.52800000e-04,2.73718750e-01
-1.52000000e-04,2.73421875e-01
-1.51200000e-04,2.74281250e-01
-1.50400000e-04,2.73937500e-01
-1.49600000e-04,2.74203125e-01
-1.48800000e-04,2.74468750e-01
-1.48000000e-04,2.74296875e-01
-1.47200000e-04,2.73390625e-01
-1.46400000e-04,2.73031250e-01
-1.45600000e-04,2.74140625e-01
-1.44800000e-04,2.73421875e-01
-1.44000000e-04,2.74406250e-01
-1.43200000e-04,2.73640625e-01
-1.42400000e-04,2.74078125e-01
-1.41600000e-04,2.73578125e-01
-1.40800000e-04,2.74281250e-01
-1.40000000e-04,2.72500000e-01
-1.39200000e-04,2.72812500e-01
-1.38400000e-04,2.73171875e-01
-1.37600000e-04,2.73531250e-01
-1.36800000e-04,2.74562500e-01
-1.36000000e-04,2.73578125e-01
-1.35200000e-04,2.74343750e-01
-1.34400000e-04,2.73859375e-01
-1.33600000e-04,2.74250000e-01
-1.32800000e-04,2.73000000e-01
-1.32000000e-04,2.72906250e-01
-1.31200000e-04,2.73234375e-01
-1.30400000e-04,2.73031250e-01
-1.29600000e-04,2.73437500e-01
-1.28800000e-04,2.73078125e-01
-1.28000000e-04,2.73125000e-01
-1.27200000e-04,2.73281250e-01
-1.26400000e-04,2.73296875e-01
-1.25600000e-04,2.72281250e-01
-1.24800000e-04,2.71796875e-01
-1.24000000e-04,2.73031250e-01
-1.23200000e-04,2.72718750e-01
-1.22400000e-04,2.73625000e-01
-1.21600000e-04,2.72828125e-01
-1.20800000e-04,2.73265625e-01
-1.20000000e-04,2.73062500e-01
-1.19200000e-04,2.73812500e-01
-1.18400000e-04,2.72390625e-01
-1.17600000e-04,2.72515625e-01
-1.16800000e-04,2.73140625e-01
-1.16000000e-04,2.73234375e-01
-1.15200000e-04,2.74187500e-01
-1.14400000e-04,2.73281250e-01
-1.13600000e-04,2.73703125e-01
-1.12800000e-04,2.73265625e-01
-1.12000000e-04,2.73687500e-01
-1.11200000e-04,2.72046875e-01
-1.10400000e-04,2.71937500e-01
-1.09600000e-04,2.72484375e-01
-1.08800000e-04,2.72375000e-01
-1.08000000e-04,2.73062500e-01
-1.07200000e-04,2.72937500e-01
-1.06400000e-04,2.73218750e-01
-1.05600000e-04,2.73203125e-01
-1.04800000e-04,2.73046875e-01
-1.04000000e-04,2.72515625e-01
-1.03200000e-04,2.72437500e-01
-1.02400000e-04,2.73593750e-01
-1.01600000e-04,2.73234375e-01
-1.00800000e-04,2.73984375e-01
-1.00000000e-04,2.73515625e-01
-9.92000000e-05,2.74000000e-01
-9.84000000e-05,2.73796875e-01
-9.76000000e-05,2.74015625e-01
-9.68000000e-05,2.72515625e-01
-9.60000000e-05,2.72406250e-01
-9.52000000e-05,2.72968750e-01
-9.44000000e-05,2.73125000e-01
-9.36000000e-05,2.73828125e-01
-9.28000000e-05,2.73171875e-01
-9.20000000e-05,2.73500000e-01
-9.12000000e-05,2.73218750e-01
-9.04000000e-05,2.73687500e-01
-8.96000000e-05,2.72531250e-01
-8.88000000e-05,2.72296875e-01
-8.80000000e-05,2.73375000e-01
-8.72000000e-05,2.72875000e-01
-8.64000000e-05,2.74218750e-01
-8.56000000e-05,2.73484375e-01
-8.48000000e-05,2.74046875e-01
-8.40000000e-05,2.74015625e-01
-8.32000000e-05,2.74015625e-01
-8.24000000e-05,2.73281250e-01
-8.16000000e-05,2.72921875e-01
-8.08000000e-05,2.73984375e-01
-8.00000000e-05,2.73328125e-01
-7.92000000e-05,2.74500000e-01
-7.84000000e-05,2.73703125e-01
-7.76000000e-05,2.73781250e-01
-7.68000000e-05,2.73437500e-01
-7.60000000e-05,2.74046875e-01
-7.52000000e-05,2.72578125e-01
-7.44000000e-05,2.72718750e-01
-7.36000000e-05,2.73296875e-01
-7.28000000e-05,2.73359375e-01
-7.20000000e-05,2.74531250e-01
-7.12000000e-05,2.73578125e-01
-7.04000000e-05,2.74453125e-01
-6.96000000e-05,2.74234375e-01
-6.88000000e-05,2.74500000e-01
-6.80000000e-05,2.73187500e-01
-6.72000000e-05,2.73437500e-01
-6.64000000e-05,2.74234375e-01
-6.56000000e-05,2.74031250e-01
-6.48000000e-05,2.74359375e-01
-6.40000000e-05,2.74281250e-01
-6.32000000e-05,2.74578125e-01
-6.24000000e-05,2.74203125e-01
-6.16000000e-05,2.74453125e-01
-6.08000000e-05,2.73390625e-01
-6.00000000e-05,2.73140625e-01
-5.92000000e-05,2.74015625e-01
-5.84000000e-05,2.73843750e-01
-5.76000000e-05,2.74703125e-01
-5.68000000e-05,2.73578125e-01
-5.60000000e-05,2.74390625e-01
-5.52000000e-05,2.74218750e-01
-5.44000000e-05,2.74609375e-01
-5.36000000e-05,2.73296875e-01
-5.28000000e-05,2.73468750e-01
