Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,8.00000000e-07
Record Length,5000
Zero Index,699.00000000
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH1
-5.59200000e-04,1.30289062e-01
-5.58400000e-04,1.30070312e-01
-5.57600000e-04,1.28945312e-01
-5.56800000e-04,1.30234375e-01
-5.56000000e-04,1.30109375e-01
-5.55200000e-04,1.30054687e-01
-5.54400000e-04,1.29789062e-01
-5.53600000e-04,1.29015625e-01
-5.52800000e-04,1.28304687e-01
-5.52000000e-04,1.29843750e-01
-5.51200000e-04,1.29390625e-01
-5.50400000e-04,1.28375000e-01
-5.49600000e-04,1.29859375e-01
-5.48800000e-04,1.29476563e-01
-5.48000000e-04,1.29578125e-01
-5.47200000e-04,1.29718750e-01
-5.46400000e-04,1.29054687e-01
-5.45600000e-04,1.28546875e-01
-5.44800000e-04,1.29937500e-01
-5.44000000e-04,1.29921875e-01
-5.43200000e-04,1.28695312e-01
-5.42400000e-04,1.30414062e-01
-5.41600000e-04,1.29875000e-01
-5.40800000e-04,1.30250000e-01
-5.40000000e-04,1.30046875e-01
-5.39200000e-04,1.29421875e-01
-5.38400000e-04,1.28984375e-01
-5.37600000e-04,1.29640625e-01
-5.36800000e-04,1.29593750e-01
-5.36000000e-04,1.28320312e-01
-5.35200000e-04,1.29695312e-01
-5.34400000e-04,1.29710937e-01
-5.33600000e-04,1.30062500e-01
-5.32800000e-04,1.29531250e-01
-5.32000000e-04,1.29054687e-01
-5.31200000e-04,1.28453125e-01
-5.30400000e-04,1.30031250e-01
-5.29600000e-04,1.29757812e-01
-5.28800000e-04,1.28812500e-01
-5.28000000e-04,1.30335937e-01
-5.27200000e-04,1.30085937e-01
-5.26400000e-04,1.30015625e-01
-5.25600000e-04,1.30218750e-01
-5.24800000e-04,1.29460937e-01
-5.24000000e-04,1.28750000e-01
-5.23200000e-04,1.30203125e-01
-5.22400000e-04,1.29812500e-01
-5.21600000e-04,1.28625000e-01
-5.20800000e-04,1.30164062e-01
-5.20000000e-04,1.29726562e-01
-5.19200000e-04,1.29914062e-01
-5.18400000e-04,1.29250000e-01
-5.17600000e-04,1.28937500e-01
-5.16800000e-04,1.28523438e-01
-5.16000000e-04,1.29664062e-01
-5.15200000e-04,1.29523438e-01
-5.14400000e-04,1.28523438e-01
-5.13600000e-04,1.29921875e-01
-5.12800000e-04,1.30093750e-01
-5.12000000e-04,1.30210937e-01
-5.11200000e-04,1.30156250e-01
-5.10400000e-04,1.29476563e-01
-5.09600000e-04,1.28859375e-01
-5.08800000e-04,1.30523438e-01
-5.08000000e-04,1.29992187e-01
-5.07200000e-04,1.28953125e-01
-5.06400000e-04,1.30304687e-01
-5.05600000e-04,1.29890625e-01
-5.04800000e-04,1.29796875e-01
-5.04000000e-04,1.30000000e-01
-5.03200000e-04,1.29320312e-01
-5.02400000e-04,1.28632812e-01
-5.01600000e-04,1.29851562e-01
-5.00800000e-04,1.29515625e-01
-5.00000000e-04,1.28429688e-01
-4.99200000e-04,1.30015625e-01
-4.98400000e-04,1.29554687e-01
-4.97600000e-04,1.29906250e-01
-4.96800000e-04,1.29578125e-01
-4.96000000e-04,1.29304687e-01
-4.95200000e-04,1.28906250e-01
-4.94400000e-04,1.30015625e-01
-4.93600000e-04,1.29820312e-01
-4.92800000e-04,1.28757812e-01
-4.92000000e-04,1.30250000e-01
-4.91200000e-04,1.30164062e-01
-4.90400000e-04,1.30250000e-01
-4.89600000e-04,1.29960937e-01
-4.88800000e-04,1.29437500e-01
-4.88000000e-04,1.28625000e-01
-4.87200000e-04,1.30195312e-01
-4.86400000e-04,1.29781250e-01
-4.85600000e-04,1.28789062e-01
-4.84800000e-04,1.29859375e-01
-4.84000000e-04,1.29921875e-01
-4.83200000e-04,1.29750000e-01
-4.82400000e-04,1.29898437e-01
-4.81600000e-04,1.29296875e-01
-4.80800000e-04,1.28554687e-01
-4.80000000e-04,1.30187500e-01
-4.79200000e-04,1.29679687e-01
-4.78400000e-04,1.28445312e-01
-4.77600000e-04,1.30437500e-01
-4.76800000e-04,1.30023438e-01
-4.76000000e-04,1.30281250e-01
-4.75200000e-04,1.29921875e-01
-4.74400000e-04,1.29367187e-01
-4.73600000e-04,1.29179687e-01
-4.72800000e-04,1.30375000e-01
-4.72000000e-04,1.30179687e-01
-4.71200000e-04,1.28734375e-01
-4.70400000e-04,1.30054687e-01
-4.69600000e-04,1.29968750e-01
-4.68800000e-04,1.30312500e-01
-4.68000000e-04,1.29867187e-01
-4.67200000e-04,1.29203125e-01
-4.66400000e-04,1.28468750e-01
-4.65600000e-04,1.30000000e-01
-4.64800000e-04,1.29804687e-01
-4.64000000e-04,1.28671875e-01
-4.63200000e-04,1.30203125e-01
-4.62400000e-04,1.30023438e-01
-4.61600000e-04,1.29867187e-01
-4.60800000e-04,1.30109375e-01
-4.60000000e-04,1.29507812e-01
-4.59200000e-04,1.28914062e-01
-4.58400000e-04,1.30320312e-01
-4.57600000e-04,1.30156250e-01
-4.56800000e-04,1.29140625e-01
-4.56000000e-04,1.30609375e-01
-4.55200000e-04,1.30070312e-01
-4.54400000e-04,1.30359375e-01
-4.53600000e-04,1.29984375e-01
-4.52800000e-04,1.29421875e-01
